Title,Responsibility,Associated Places,Publication,Manufacture,Distribution,Date,Approximate Date,Copyright,Edition/Imprint,Pagination,Height,Width,Denomination,Notation,Language,Content,1850-1925,After 1925,Before 1850,Broadside,Confederate Imprint,Convention Gospel,Denominational Publication,Dispersed Harmony,Distributor in South,Ethnographic,Female Author/Publisher,Fraternal Society,Gospel,Liturgical/Devotional Content,Missionary Use,Native Use,Non-White,Occasional,Out-of-Country Publisher,Out-of-Region Publisher,Revival Use,Scientific Music,Singing School Use,Still in Use,Sheet Music,Spirituals,Sunday School Use,Tract Society Publication,Attestations,Source for Record,Emory Holdings,MTSU Holdings,SBTS Holdings,UK Holdings,Notes
"Heavenly echoes for Sunday schools, singing schools & social gatherings no. 4","Vaughan, James B.","Athens, GA",J. B. Vaughan,,,1915,Y,,,unpaged,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,MTSU,MTSU (OPAC),,Y,,,
"Heavenly light : prepared for the Sunday-schools, leagues, endeavors, and gospel work in general","Vaughan, J. B.; Ferrell, F. M.","Athens, GA; Mt. Sylvan, TX","J. B. Vaughan & Co,",,,Y,Y,,,77,15,19,,Seven-shape,English,Sacred,Y?,Y?,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Appalachian State University; University of Georgia,OCLC,,,,,Almost certainly within date range
"His voice of love : for Sunday-schools, singing-schools, revivals, conventions and general use in Christian work and worship","Vaughan, James D.","Lawrenceburg, TN",James D. Vaughan,,,1924,,,,178,21,,,Seven-shape,English,Sacred,Y,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,Y,,SBTS; MTSU,SBTS,,Y,Y,,
"Hours of singing : a collection of new music for juvenile classes, public schools, seminaries and the home circle","Showalter, A. J.; Kieffer, A. S.","Dayton, VA","Ruebush, Kieffer & Co.",,,1882,,,,80,19,,,Seven-shape,English,Mixed?,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,UK; Emory,UK,Y,,,Y,Unclear if Emory copy is round or seven-shape
Inspirational melodies : indorsed by the National Song Leaders Convention,"Isaac, E. W. D.; Campbell, L. E.; Isaac, E. W. D., Jr.","Nashville, TN",National B.Y.P.U. Board,,,1929,Y,,,66,22,,Baptist (NBC),Seven-shape,English,Sacred,Y?,Y?,,,,,Y,,,,,,,,,,Y,,,,,,,Y?,,,Y?,,Southwestern Baptist Theological Seminary; Columbia University in the City of New York,OCLC,,,,,
Inspirational melodies no. 2 : a choice collection of gospel songs,"Isaac, E. W. D.; Campbell, L. E.; Isaac, E. W. D., Jr.","Nashville, TN",National B.T.U. Board,,,192?,Y,,,130 nos.,21,,Baptist (NBC),Seven-shape,English,Sacred,Y?,Y?,,,,,Y,,,,Y,,,,,,Y,,,,,,,Y?,,,,,University of Minnesota-Minneapolis; Howard University; Arkansas State Archives; Southwestern Baptist Theological Seminary; University of Virginia; New York Public Library System; Yale University; University of Missouri-Columbia; Princeton Theological Seminary,OCLC,,,,,"Most OCLC records have unspecified notation; Missouri-Columbia copy is definitely in shapes; one record gives ""1929?"", all others undated."
"Joyful lays : a new book for practical use in the song service of revival meetings, Sunday-schools, praise meetings, prayer-meetings, and all other occasions where good gospel songs are appropriate","Beall, B. B.","Douglasville, GA",B. B. Beale & Co.,,,1903,,,,209,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,UK; MTSU?,UK,,Y,,Y,
"Joyful lays no. 2 :  a new book of gospel songs specially designed for every department of worship, and suitable for all the services of the church","Beall, B. B.","Douglasville, GA",B. B. Bealle,,,1905,Y,,,186 nos.,21,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,SBTS; UK,SBTS,,,Y,Y,
"Last words, or, Spirit whispers : a collection of hymns suggested by the last words of dying Christians and other songs","Dale, W. T.","Dayton, VA; Nashville, TN",Cumberland Presbyterian Pub. House,"Ruebush, Kieffer & Co.",,1878,,,,72,15,18,Presbyterian (Cumberland),Seven-shape,English,Sacred,Y,,,,,,Y?,,,,,,,,,,,,,,,,,,,,,,Emory,Emory,Y,,,,
"Little evangel, The","Coleman, Robert H.","Nashville, TN","Sunday School Board, Southern Baptist Convention",,,1925,,,,96,21,,Baptist (SBC),Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,Y,,,,,,,,Y,,,,,,,,SBTS; MTSU,SBTS,,Y,Y,,
"Little hymn book, The : a collection of hymns and spiritual songs for all services","Moore, John M.","Nashville, TN","Methodist Episcopal Church, South","Smith & Lamar, agents",,1914,,,Shaped note ed.,160,20,,"Methodist (MEC,S)",Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y?,,Emory,Emory,Y,,,,
"Little seraph, in seven character notes, for churches and Sunday schools, The","Graves, J. R.","Memphis, TN",Southern Baptist Publication Society,,,1874,,,,172,17,,Baptist (SBC),Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,SBTS,SBTS,,,Y,,"SBTS copy bound with Graves's ""The New Baptist Psalmist and Tune Book"""
"Majestic melodies : for church and revival meetings, musical conventions, etc.","Thomas, J. E.","Fort Worth, TX",Quartet Music,,,1919,Y,,,262 nos.,20,,,Seven-shape,English,Sacred,Y,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,SBTS,SBTS,,,Y,,
"Morning praise : a collection of sacred songs, both new and old for the church, the Sunday school, the revival meeting, the singing school, the singing convention, and all kinds of religious work and worship","Helton, Alfred E.","Hudson, NC",Teachers Music Publishing Co.,,,1924,,,,192,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,,,Y,,MTSU,MTSU (OPAC),,Y,,,
"New Christian hymn book, The : a collection of hymns and tunes for use in Christian worship","Larimore, T. B.; Kirkpatrick, W. J.","Nashville, TN",?,McQuiddy Print. Co.,,1907,,,(Shaped note ed.),256,21,,Restorationist,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,UK,,,,Y,
"New Harmonia Sacra, The : a compilation of genuine church music : comprising a great variety of metres, harmonized for four voices","Funk, Joseph","Scottdale, PA",Mennonite Pub. House,,,1915,,,18th ed.,"354, 18",6,24,Mennonite,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,UK,UK,,,,Y,
"New Harmonia Sacra, The : a compilation of genuine church music, comprising a great variety of metres, harmonized for four voices. Together with a copious explication of the principles of vocal music ...","Funk, Joseph","Singers Glen, VA","Ruebush, Kieffer?",Glen Pub. Co.,,1876,,,,360,17,25,Mennonite,Seven-shape,English,Sacred,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,UK; Emory; MTSU?,UK,Y,Y,,Y,
"New harp of Columbia, The : a system of musical notation, with a note for each sound and a shape for each note ...","Swan, M. L.","Nashville, TN",W. T. Berry,,,1867,,,,222,16,24,,Seven-shape,English,Sacred,Y,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,Emory,Emory,Y,,,,
"New hymn and tune book, The : a collection of hymns and tunes for public, social, and domestic worship",?,"Nashville, TN",Southern Methodist Publishing House,,,1881,,,,191,23,,"Methodist (MEC,S)",Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Emory,Emory,Y,,,,
"New life : or, Songs and tunes for Sunday-schools, prayer meetings, and revival occasions","McIntosh, R. M.; Cunnyngham, W. G. E.","Nashville, TN","Publishing House of the M. E. Church, South",,,1889,,,,176,15,18,"Methodist (MEC,S)",Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,Y,,Emory,Emory,Y,,,,
New life for our Sunday-school,?,"Nashville, TN",Southern Methodist Pub. House,,,188?,Y,,,160,15,18,"Methodist (MEC,S)",Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,SBTS,SBTS,,,Y,,SBTS copy may be damaged
"New melodies of praise : a collection of new tunes and hymns, for the Sabbath school and praise meeting","Glenn, R. A.; Kieffer, Aldine S.","Singers Glen, VA","Ruebush, Kieffer",,,1877,,,,112,15,18,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Emory,Emory,Y,,,,
"New songs of paradise : a choice collection of gospel songs for use in the church, Sunday school, praise meeting, etc.","Reeves, H. E.; Reeves, T. W.; Taylor, Austin","Carrollton, GA",Reeves & Reeves,,,1911,,,,unpaged,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Abilene Christian University,OCLC,,,,,
New songs of victory : a choice selection of songs for use in all the assemblies of the church,"Taylor, Austin","Austin, TX",Firm Foundation Publishing House,,,1911,,,,155 nos.,20,,,Seven-shape,English,Sacred,Y,,,,,Y?,,,,,,,Y,,,,,,,,,,,,,,,,Emory,Emory,Y,,,,
"New starry crown, The : for the Sabbath school","Kieffer, Aldine S.","Singers Glen, VA",Ruebush-Kieffer Co.,,,1877,,,,112,15,18,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,MTSU; Emory; SBTS,MTSU (OPAC),Y,Y,Y,,
Old school church hymnal no. 4 : for church and family worship and singing schools,"Hanks, Lee; Monsees, J. A.; Morris, Homer F.; Pittman, R. H.","Luray, VA",Elder R. H. Pittman,,,19??,Y,,Revised and enlarged,190,20,,Baptist (Primitive),Seven-shape,English,Sacred,Y,,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,Georgia Southern University; Baylor University Libraries,OCLC,,,,,"More research needed, but would have been published between 1921 and 1930"
Pearls of paradise,"Derrick, Cleavant","Dallas, TX",Stamps-Baxter Music Co.,,,1934,,,,32,20,,,Seven-shape,English,Sacred,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Knox County Public Library System; Middle Tennessee State University; University of North Texas Liberty; Dallas Baptist University,OCLC,,,,,
Pearls of praise : a collection of new hymns and tunes for Sunday-school and song service,"Lyon, G. W.; Moore, J. L.","Atlanta, GA; Bethlehem, GA",J. B. Vaughan & Co.; J. L. Moore,,,1891,Y,,,32,21,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Emory,Emory,Y,,,,
Pentecostal melodies,?,"Louisiana, MO",Herald Publishing House,,,1930,Y,,,294 nos.,20,,Pentecostal,Seven-shape,English,Sacred,?,,,,,,,,,,,,Y?,,,,,,,,Y,,,,,,,,West Virginia University Libraries,OCLC,,,,,
Praise and thanksgiving,"Showalter, A. J.","Dalton, GA; Dallas, TX; Chattanooga, TN",The A. J. Showalter Company; Showalter-Patton Company; Perry Bros. Music Co.,,,1916,,,,approx. 300,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,SBTS; MTSU?,SBTS,,Y,Y,,
Praise melodies : an all purpose gospel song book,"Sebren, George W.; Hamrick, C. J.; Sebren, A. B.; Sebren, S. H.","Asheville, NC",Sebren Music Company,,,1924,Y,,,156,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Emory; MTSU?,Emory,Y,Y,,,
Primitive Baptist hymn and tune book : a collection of sacred hymns and tunes ...,"Daily, John R.; Thomas, E. W.","Luray, VA; Danville, IN",John R. Daily; E. W. Thomas,,,1902,,,,?,?,,Baptist (Primitive),Seven-shape,English,Sacred,Y,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,MTSU,MTSU (local),,Y,,,Has multiple call numbers
Primitive Baptist hymn and tune book : a collection of sacred hymns and tunes arranged to suit all occasions of public or private worship,"Daily, John R.","Madisonville, KY",J. D. Shain,,,1918,Y,,,unpaged,21,,Baptist (Primitive),Seven-shape,English,Sacred,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,SBTS,SBTS,,,Y,,
Primitive Baptist hymn and tune book : a collection of sacred hymns and tunes arranged to suit all occasions of public or private worship,"Daily, John R.","Cincinnati, OH",Old School Hymnal Co.,,,1918,Y,,Revised ed.,286,21,,Baptist (Primitive),Seven-shape,English,Sacred,Y,,,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,,,,,SBTS; Berea College; Kent State University; Columbia University,OCLC,,,Y,,
"Psalms, hymns and songs spiritual : Pentecost latter rain song book","Squire, Charles A.; Squire, Sarah L.; Kinne, Seeley D.","Detroit, MI",S. D. Kinne,,,1911,Y,,Shape note ed.,approx. 225,20,,Pentecostal,Seven-shape,English,Sacred,Y,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,Emory,Emory,Y,,,,
"Psalms, hymns, and spiritual songs no. 3 : for church, Sunday school, and all societies of religious and musical endeavor","Showalter, J. Henry","West Milton, OH; Atlanta, GA; Bridgewater, VA; Morgan, TX",Showalter; Holsinger; Perry Brothers,,,1897,,,,403,22,,Brethren?,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,Emory; MTSU?,Emory,Y,Y,,,
Revival gems : a small book with a big mission,"Beazley, Samuel W.","Philadelphia, PA",Judson Press,,,1924,Y,,,128,20,,Baptist?,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,UK,UK,,,,Y,"This edition printed for S. H. Hall and Flavil Hall, evangelists; bound with ""Pearls of song : supplementary"""
Revival praises no. 2,"Stuart, George R.; Chappell, E. B.; Nelson, John R.; Pinson, W. W.; Sullins, D.; Kirkpatrick, William J.","Nashville, TN; Dallas, TX",Methodist Publishing House,,,1910,,,Shaped note ed.,224,21,,"Methodist (MEC,S)",Seven-shape,English,Sacred,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,SBTS; Emory,SBTS,Y,,Y,,Emory record lists 222 pp.
Revival tidings,?,"Fort Worth, TX",Quartet Music Co.,,,19??,Y,,,126,20,,,Seven-shape,English,Sacred,Y?,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,SBTS,SBTS,,,Y,,Probably within date range based on other titles from this publisher
Robinson's gospel voices consolidated,"Dortch, D. E.; Folk, E. E.; Emerson, R. R.; Bell, J. A.; Bandy, J. M.; Cooper, W. G.","Charlotte, NC",C. H. Robinson & Co.,,,19??,Y,,,477 nos.,21,,,Seven-shape,English,Sacred,Y?,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,SBTS,SBTS,,,Y,,Likely within date range based on other Dortch publications
Rudiments of music : with a few choice selections for the singing school,"Showalter, A. J.","Cleveland, TN",Stamps-Baxter Music and Print Co.,,,19??,Y,,,32,20,,,Seven-shape,English,Mixed,?,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Florida College; Baylor University; Abilene Christian University,OCLC,,,,,
Rudiments of music : with a few choice selections for the singing school,"Showalter, A. J.","Cleveland, TN",Tennessee Music and Printing Co.,,,19??,Y,,,32,20,,,Seven-shape,English,Mixed,Y?,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Belmont University; Appalachian State University; Freed-Hardeman University; Southern Nazarene University; Abilene Christian University,OCLC,,,,,
"Sacred melodeon, The : containing a great variety of the most approved church music, selected chiefly from the old standard authors, with many original compositions on a new system of notation, designed for the use of churches, singing societies, and academies","Hayden, A. S.","Cincinnati, OH","Wilstach, Keys & Co.",,,1856,,,,304,19,28,,Seven-shape,English,Sacred,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,MTSU,MTSU (OPAC),,Y,,,
"Searchlight songs no. 2 : a book of both new and selected songs of best writers, compiled especially to meet the needs of young people in their Sunday-school and song services","Thomas, J. E.","Fort Worth, TX",Quartet Music Company,,,1923,Y,,,142 nos.,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Emory,Emory,Y,,,,
"Sharon's dewy rose : a collection of new music and hymns for the use of sabbath-schools, prayer meetings, and special occasions","Kieffer, Aldine S.; Tenney, J. H.","Dayton, VA","Ruebush, Kieffer & Co.",,,1880,,,,80,21,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,Emory; MTSU?,Emory,Y,Y,,Y,UK copy incomplete
Silver carols : for Sunday schools and gospel meetings,"Moore, J. L.","Bethlehem, GA",J. L. Moore,,,192?,Y,,,approx. 140,20,,,Seven-shape,English,Sacred,?,Y?,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,SBTS,SBTS,,,Y,,"Needs research to determine date; ""with J.C. Moore, Thos. Benton, G.W. Gaines, Thoro Harris, Haldor Lillenas, Austin Taylor, P.B. Jones, Ira Long, J.O. Long, F.M. Ferrell, J.M. Hagan, and forty other leading composers as special contributors"""
"Song gem for Sunday-schools, revivals and religious meetings, The","Kerby, M. S.; Airhart, D. P.","Temple, TX",M. S. Kerby,,,1889,,,,"23, 19",15,20,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,Emory,Emory,Y,,,,
"Song harvest, The : a book of gospel songs","Dean, Emmett S.","Waco, TX",Trio Music Co.,,,1915,,,,unpaged,20,,,Seven-shape,English,Sacred,Y,,,,,Y?,,,,,,,Y,,,,,,,,,,,,,,,,SBTS,SBTS,,,Y,,
Songs for Jesus : old and new ; the book you need for revivals,"Graham, Frank M.","Greensboro, GA",Frank M. Graham,,,1908,Y,,,239 nos.,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Emory,Emory,Y,,,,
Songs of the kingdom : the camp meeting special,"Winsett, R. E.","Dayton, TN",R. E. Winsett,,,1911,Y,,,"unpaged, 240 hymns",20,,Pentecostal,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,MTSU,MTSU (OPAC),,Y,,,
Songs of the morning : a book of sacred songs,"Ramsey, Will M.","Little Rock, AR",Central Music Company,,,1920,Y,,,unpaged,20,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,MTSU,MTSU (OPAC),,Y,,,
Soul songs,"Coward, R. S.; Brown, James A.; Airhart, D. P.; Lane, J. P.","Waco, TX",Singing Evangelists' Music Co.,,,1904,Y,,,unpaged,20,,Baptist,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,SBTS,SBTS,,,Y,,
Soul stirring songs,"Benson, John T.; Benson, Mrs. John T.","Nashville, TN",Pentecostal Mission Pub. Co.,,,1918,Y,,,153 nos.,20,,Pentecostal,Seven-shape,English,Sacred,Y,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,Wartburg Theological Seminary; Bethlehem College and Seminary; Dallas Theological Seminary; Southwestern Assemblies of God University Anderson University; Hardin-Simmons University; Taylor University; Concordia College Library; Earlham College; Bowling Green State University; Atlanta University Center; Booth University College; Liberty University; Tyndale University College & Seminar; University of North Carolina at Chapel Hill; Clarks Summit University; Stetson University; Digital Theological Library; Gateway Seminary Library; Global Digital Theological Library; Gordon-Conwell Theological Seminary; University of the West,OCLC,Y,,,,"OCLC shows a Woodruff attestation, but this ed. apparently did not show up in my Emory searches (although pre-1918 eds. did)"
"Sparkling gems : our 1928 book for Sunday-schools, singing schools, revivals, conventions, and general use in all religious gatherings",?,"Jacksonville, TX",Stamps-Baxter Music Co.,,,1928,,,,193,20,,,Seven-shape,English,Sacred,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,MTSU; Western Kentucky University; Liberty University; Samford University; University of Memphis; Tabor College; Brown University; Southern Methodist University; Southwestern Baptist Theological SEminary; Baylor University; Abilene Christian University; Hardin-Simmons University,OCLC,,Y,,,
Spiritual melodies,"Borden, E. B.","Elk City, OK",Mrs. Will W. Slater,,,1926,,,,193 nos.,20,,,Seven-shape,English,Sacred,,Y,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,Abilene Christian University; Freed-Hardeman University; Pepperdine University,OCLC,,,,,
"Star of Bethlehem, The : a collection of church-tunes, anthems, choruses and glees with rudiments and exercises for singing-schools","Hall, J. H.; Ruebush, J. H.; Kieffer, A. S.","Dayton, VA","Ruebush, Kieffer",,,1889,,,,190,17,24,,Seven-shape,English,Mixed?,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,"MTSU, UK; Emory",MTSU (OPAC),Y,Y,,Y,
"Starry crown, The : for the sabbath school","Kieffer, Aldine S.","Singers Glen, VA","Ruebush, Kieffer",,,1875,,,3rd ed.,111,14,19,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,UK,Uk,,,,Y,
Sweet fields of Eden : for the Sabbath school,"Tenney, J. H.; Kieffer, Aldine S.; Blake, William B.","Dayton, VA","Ruebush, Kieffer & Co.",,,1882,,,,128,21,,,Seven-shape,English,Sacred,Y,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,UK; Emory,UK,Y,,,Y,
Tears and triumphs no. 3,"Pickett, L. L.; Hoffman, E. A.; Culpepper, O. B.","Louisville, KY; Greenville, TX; St. Louis, MO",Pickett,,,1902,,,Shaped note ed.,184 nos.,20,,Pentecostal?,Seven-shape,English,Sacred,Y,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,SBTS; Emory; MTSU?,SBTS,Y,Y,Y,,
"Tears and triumphs, unsectional, loyal, interdenominational : for revivals, Sunday schools & the home","Pickett, L. L., Knapp, M. W.; Bryant, Jonathan R.","Louisville, KY; Calahan, FL (KUK copy provenance)","Pickett Publishing Co. (Louisville, KY)",,,1894,Y,,,"189, 3",20,14,Pentecostal?,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,KUK (BI uncataloged Lair); SBTS; MTSU?,Lair collection,,Y,Y,Y,
"Temperance harp, The : for all temperance occasions","Glenn, R. A.","Dayton, VA",The Ruebush-Kieffer Co.,,,1881,,,,64,?,,,Seven-shape,English,Mixed,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTSU,MTSU (local),,Y,,,
Temple bells,"Vaughan, James D.; Unseld, B. C.; Pace, A. M.; McGamry, W. W.; Ball, J. D.; Stamps, V. O.; Marsh, J. E.","Lawrenceburg, TN",J. D. Vaughan,,,1921,,,,approx. 150,20,,Baptist?,Seven-shape,English,Sacred,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,UK; Emory; MTSU?,UK,Y,Y,,Y,
"Temple of song, The : containing hymns, tunes, anthems, chants, part-sings, glees and choruses, for use in classes, institutes, conventions and normal schools ... with theory and practice lessons and other music, selected by an arrangement with the publishers from works of Geo. F. Root","Showalter, A. J.; Root, George F.","Cincinnati, OH",J. Church,,,1884,,,,111,16,24,,Seven-shape,English,Mixed,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Emory,Emory,Y,,,,
